,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento",Servicio doméstico
Hoteles,7353.671326921587,1631.5902392264927,1077.1702845184514,1848.4468563218234,900.52155663666,8049.171377454424,1925.0215943231449,1250.2321650064584,629.0942756673106,657.1297558263491,11852.67385045267,0.0,0.0,0.0,2970.7838999194346,0.0,0.0,8992.34722980132,0.0,2880.4817285308354,1183.0409042478966,6246.595252643484,2248.1800602456606,0.0,3704.541725842034,4382.859048367951,718.0250304486178,0.0,363.00969790912467,5578.686286410489,0.0,0.0,71.86559386012051,28.471710761787428,180.3755588470671,0.0,3337.315040099243,643.3145597908756,0.0,30.550575991929197,221.98880644687222,3961.8079634935743,533.1021072842634,547.4462926068373,2230.5343205340887,7433.643581406048,1353.54078549914,0.0,0.0,3170.204852975388,4151.1629746592,203.22035041332907,12945.050821211747,0.0,0.0,0.0,0.0,0.0,91.5602694596769,689.7371942282778,2055.9491409926823,4132.148760764588,4275.953777343469,1663.846015617429,12643.486386196193,4522.83068061101,963.0586036719377,3603.3136177546867,1238.1235594549107,3.3397844211342993,337.05982552932227,0.0,116.15177473150288,0.0,0.0,0.0,104.08411919791578,0.0,8.005574000746876,190.98651441194494,596.4954062245613,0.0,238.8438442862101,0.0,285.64437222586673,0.0,0.0,0.0,49.19021561407686,591.5828728279132,0.0,0.0,0.0,0.0,0.0,0.0,19661.249884942306,32635.429483385615,1927.1141757517219,0.0,0.0,16761.709377720723,4542.948516622946,174.1209207793658,10268.609304185764,46031.07467641767,0.0,1819.9442011815,13906.193405634647,9964.384941608743,83157.3450345232,0.0,176702.81042930513,17997.703117443143,8337.959821079605,7217.204180457045,0.0,0.0,20.514335819334335,0.0,4465.825331754015,0.0,0.0,0.0
Restaurantes,2346.9261892870704,520.7224653360745,343.7791871120317,589.9323132276974,287.4016979179948,2568.895218181555,673.6749983162991,1920.2960919291475,424.157059375557,209.72313897992643,7983.8704354306055,0.0,0.0,0.0,1742.945420248161,0.0,0.0,5310.388669312543,169.24054780734096,1796.6800153941904,694.0793541715727,3714.732428688132,1318.9900672433048,0.0,2173.571689089772,2595.9097062338624,422.613553613222,0.0,212.9752383516037,3275.3094887030593,0.0,0.0,42.16248977251807,16.703084328912283,105.8258849605854,0.0,1957.9852296670292,377.4414895172864,0.0,17.924365916515697,130.24754829157285,2325.0282340723797,312.8831748269649,339.03225895148006,1319.1295287277935,4361.274490474383,829.4187983394448,0.0,17.404749369259562,1875.3971037613962,2532.533336763819,121.32806332301504,8211.340819973831,0.0,0.0,0.0,0.0,0.0,66.70558322505524,489.1398963658022,1206.1767848647742,2424.315382972224,2508.686991464959,976.1472569186108,7417.847092048945,2653.5184872283194,565.0148645309554,2114.158472879197,726.3946762010781,1.9594079086244813,197.75237508581435,0.0,69.4984853209848,0.0,0.0,0.0,61.06407938017054,0.0,4.696626349077617,112.050353425755,349.964141954115,0.0,161.89462923099347,0.0,175.72824901542725,0.0,0.0,0.0,28.857641237598425,347.0771156178632,0.0,0.0,0.0,0.0,170.44368541857514,0.0,10618.855126698756,17626.086831187335,297.20656713506577,0.0,0.0,9833.981955702598,2665.3172854516424,99.9046513352085,5544.784201546429,27006.121366784173,0.0,1067.9939953991316,28481.24365362613,17881.98333332615,162596.79998485537,0.0,213844.3877315501,11199.437949273539,23704.709036371878,84976.9781391973,41464.34190031428,0.0,10.79222055565611,0.0,78183.78427235856,0.0,13009.633082664659,0.0
Transporte terrestre de pasajeros,11108.13562512949,2464.609153201361,1627.1265167897086,2792.183314026702,1360.288642198573,12158.727709700846,2724.1193732229167,1888.5462559291095,17.39080048003348,992.631588565033,16063.351087509343,180226.84608288002,0.0,0.0,2037.2175637314501,0.0,78.20699792064757,6541.830389044712,7355.793423290605,3131.6068391610393,812.1788420894791,4991.372469299561,1541.6866628938408,641.2297919748389,2540.3962151823152,3271.1732936646627,507.0369380803281,544.6133485933238,248.9350240016012,3850.918769016311,3027.984737410848,885.1143941267594,49.28193357365298,19.523103941078148,123.6921905908595,920.3524653093014,2288.570832513261,441.1381078528358,731.1026433544249,20.950156738121713,152.23654226567325,2723.9349086547145,366.8296959368143,568.8072508920011,1852.8286736905397,5099.358947528938,1337.4728995018068,0.0,2836.9123389678984,2341.490401395679,3898.3805494212525,162.1105565313501,15557.331074814902,6422.30175633247,1782.6158787364566,23.726449950032546,0.38063835383876615,0.0,203.5031802725002,1388.2468101119193,1409.8894386052227,2833.6151922339745,2932.232615057844,1140.9591967752997,8670.246301339428,3101.5270522757073,660.4074067057339,2470.8768273355763,849.012373025393,2.2897111564573187,231.1380607128361,100.93502427528945,94.30311320975547,0.0,0.20875521932927577,78.28872871156992,71.37653392326055,0.0,5.489868814492665,130.96752326862782,409.04260285512504,0.0,399.62452858828425,0.35436779134231505,284.13435061311446,2188.386272666363,0.0,270.44137898390414,38.426609900991885,405.68013030042823,0.0,0.5961355324778786,23.112783930092256,1407.2174439356745,2332.47330435949,2123.2325234195087,12411.605710620144,20601.415244892938,663.6920075704892,2249.0152238879646,6342.429047629508,0.0,0.0,0.006276713984916565,5379.3655339275365,22186.57550796985,6.7124969967567525,9983.611438467216,12925.974917127904,7537.987019193628,414935.6888934757,0.0,79412.22219994129,12582.8735396494,33040.52235877461,3988.5608100066356,0.0,240.14918306896055,3.284429596648682,17790.724676945036,184974.5810797515,13.565825869557983,290798.3662273157,0.0
Transporte terrestre de carga,100965.90844336168,10370.699319040184,5189.432466095743,4688.691830048889,3143.016190164016,97224.72202825069,19356.338256863175,1879.9117869349993,18.856699478428006,543.7310694906033,1926.5152461442838,8234.30077172729,3996.6089287109867,2538.123113458899,290667.26139024505,38257.00325155262,80840.39867110662,416426.62467188167,440208.43826880504,218050.22778455337,37504.77008668059,64235.40957683548,81369.78379971006,48226.01559199924,21310.628922362663,63709.37646407852,9509.074238873613,93332.39891729804,34009.166589741624,153841.97134303593,22780.04288560147,69882.20639799038,12137.422661082543,32057.72756605443,20662.591881657074,85847.74698363237,90844.2877828037,2915.526942963298,25827.699569050248,115976.79118724202,85073.06663318042,73231.71648987381,57678.50307442658,39372.112758140596,55150.473586735825,13067.81268199865,41108.15634050839,57423.8176285668,75980.38862267595,30471.647060441144,47672.92268833916,30813.31639725246,100939.90362555117,114346.81691302074,40210.488636677874,15487.208132873075,16265.681061411053,7029.1207355445085,185609.33488719846,22341.476608665922,27643.432182256543,33854.06468567219,44190.65744109091,44546.54613995419,159882.43425748294,22731.93023309728,20926.147235090346,31414.692928308887,26137.90687179229,10016.575275097099,70617.63082130715,17378.09264762482,29411.2866687712,18655.826210977004,17959.1893594757,29320.352848197992,815.6113693485913,9455.723586077038,6711.30367553608,10848.851891169956,9838.74283470571,7508.069829480766,12004.143775412937,19689.459186579825,10277.354646189679,153690.28097787334,5694.240704647684,59978.989567142955,4560.673428154898,5738.6213079497575,44270.210359805096,15530.830138074361,5914.511161116537,133.01306359959315,632.6995470373441,476673.4352910259,293352.9723304471,476838.0163824484,1440.1024476170944,20126.530679652893,3617.033445325387,13755.976512374038,3333.946387285133,175.2118269399057,2250.637141170504,14034.61971532835,80744.95027966825,19914.806457812614,2984.7558502973006,455.38563662213846,27545.18895630239,7885.146559574923,74972.61713199643,4377.785563683206,3479.578478587703,5333.4905803073725,9341.522726283985,245.16149916956422,1376.5488513407936,16098.328786767841,4196.045581059663,5828.935956650232,43029.66958825292,0.0
Transporte por tuberías,0.027307648880875605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03678450427653679,0.0,0.0,0.0,0.0,0.28480351711129215,0.0,4.921831201424311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03621008465097181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027358863390456,0.0,0.0,0.0,230261.18554467126,170.60236669984897,219.1763393752427,0.0,1.460407934898447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2188669915276633,0.0,0.0,0.0,11.304233273947032,0.0,0.0,1.0257341339194816,0.009658205218839677,0.44527578019768,0.0,0.0,0.0,0.0,0.23136039620271318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9019999748559739,0.0,0.0,0.0,0.0,1.1440241135898026,0.0,0.0,0.0,5741.452371554453,498717.66000235465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.23370335672368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2145511404676785,1.8845928764710784,3.988926028112063,6.242455662043131,0.0,0.0,0.0,0.0,0.0,0.0,0.14177270346379567,0.0
Transporte marítimo,1984.0763016085746,218.6315418150659,113.81675098121117,117.6540506132017,73.1353510335562,1926.9489728062138,387.37584821633294,55.79342550079567,0.5422402559636763,21.141244031798035,251.75309153725485,2578.1656550242283,73.60830725565471,46.746366562419276,5380.8480863341465,704.605654506485,1489.9464126190242,7757.693619171063,8206.658610122882,4058.1444790080045,701.6861378958491,1250.2699356294534,1519.4002233009235,896.8451259828566,426.69554566789077,1217.421483012699,181.9617498770757,1726.2997357139345,629.7218833801403,2885.261223726483,460.3234725247702,1298.985724618613,224.20681101505278,590.6921641085623,382.2225739177788,1593.508546215864,1703.954484981301,59.63659696985444,485.5298838424066,2136.30673835155,1568.8990890665882,1385.4331777052303,1067.2436938418803,732.8016109409741,1040.6901795133444,309.3348508915857,775.1245600895089,6395.141101744828,1437.5784581127748,592.7423489014357,930.5115276863011,569.6927297644042,2068.5381879651004,2192.471851092958,764.5848374601496,285.558054120876,299.581408232791,129.46017187774478,3421.2352212798455,430.1692580877267,528.1104246523539,661.6644602627013,853.3683781238632,835.8059708803148,3061.3982785323437,460.4274956085619,394.30279380174875,611.8530879324991,492.830679819383,184.51301352554523,1303.7256441894676,321.42328856278203,542.9576450086349,343.59723764331216,330.7696061591482,541.0672421624173,15.982665713919443,174.1525927264004,123.68062915618073,201.5740982141914,186.71412395505482,138.2813081698183,226.4690072739484,362.63914120543615,193.11062127562758,2860.0837033077023,104.8747642943758,1108.3156052956936,84.51443469392925,111.15408257075818,815.3550433787389,286.05005256296005,109.242819575692,21.39605844483117,43.0564386857829,8807.81034707494,5569.989676911087,9059.625097005961,35.45906984439128,400.96414250610735,135.3457192008638,189.7448241721001,61.40359350303361,3.227081749878194,113.87736416864723,11186.807739489881,1487.2258976493947,501.2004677549809,229.00294553237646,109.87587345560792,6093.862303474477,145.22619076974792,2449.9998166620485,250.03994355218023,508.9314027018639,151.9311153366553,172.04927660854892,7.748590121792423,25.397071399929633,536.021901677108,2567.7121008038216,107.53818514620087,4707.7108170249085,0.0
Transporte aéreo,3646.883119810812,621.8847169069046,384.77056062537315,594.6442310357603,303.0644440711278,3784.9333457738408,811.6422408828092,382.098514339129,3.542633429102534,193.91678328706527,3050.0053162109284,33959.535596580485,62.75837891106089,45.440699043327186,4938.274935967351,597.8308868857426,1278.1754338293642,7725.860538329238,8242.874330097146,3997.6111178821643,737.4723857503375,1952.3417959912254,1557.4409568703063,875.8668960415202,813.41050976534,1622.2706841405547,244.22993742228923,1562.1683544858279,580.4501411821167,3133.450862167041,923.3135903916192,1262.4810508881076,199.34456107495836,509.57330773943426,347.62427131462755,1525.17213315621,1848.0856006699876,129.0995273169923,548.7963149283053,1811.6366816072423,1362.9197295211773,1656.3524722522536,974.6636865013919,726.1753739825658,1249.761313158621,1197.8212378261048,908.3389187347427,12929.098957001355,1725.544929195956,925.8331102990581,1479.2789405366748,529.6209345968169,4540.596070258024,2995.355755620962,968.9255289395708,245.89937982887298,254.33123423725584,114.30167175744594,2955.601491385126,609.1075402124793,699.0613724758891,1064.3727854415013,1245.0254203291115,910.8416919375891,4126.8718133283255,939.6251828813773,458.326892638484,959.7309983088318,567.8970871267239,161.94915337595882,1157.256040283822,297.35915753909507,490.62562515335253,298.3838419216579,286.7221709610298,478.48742968053426,26.1846184509382,150.15018861622028,107.5821664768013,194.81455582542304,235.0189524323429,120.57646234182711,268.03899301991447,308.2105244601886,216.9368182655528,2865.387413580557,92.5567757889253,1005.4676525650448,82.33493488024332,166.6382033658466,707.9686345876273,248.67541390014915,146.89213180759123,283.53514928447623,533.4266479507207,7956.057446045114,7087.900799018177,11607.928981294674,162.45595905008005,745.616551378065,1027.3986469636968,205.0887098680514,51.893331751438964,3.4148855272122702,26668.981259195807,131151.6010092974,1258.4918928743023,2519.6369356219375,3288.85292169523,1928.255390044286,79192.01460489584,259.63899724958327,17020.491759530123,2473.4210054497194,6306.705740276105,857.3661771231795,359.8172858509205,48.88478401965957,29.678181767086798,3589.3590685132804,35792.29339898645,109.81609855401692,55321.41556722821,0.0
Actividades de transporte complementarias,11021.938355898266,2909.4918182865486,537.5465622565235,1085.2606342034528,1108.0574071624196,4452.1364258156445,1200.7543325102693,1351.7617378667926,3.220268328345897,506.30858667734515,43188.21038641439,7743.401476368963,1088.3200106629477,14321.372065209405,3888.358136166858,137.5269573999748,1334.577226122673,11074.080004328986,4778.713451715963,1788.3465290054103,1285.7467304549068,3416.51135843831,1019.9456131878562,3022.748174428923,799.17325615196,6243.814750838711,441.9036232786113,1391.8283594616096,1984.7099277836062,3494.165195159018,1782.8394245526133,1481.0879520600001,970.6588436923129,6736.61880092677,1696.8359087408458,9983.832401281668,3818.6017404963054,369.535494715722,2567.6418924613736,0.0,0.0,0.0,0.0,894.9866086611974,1796.3632614662476,6373.366637746743,10862.768221571012,0.0,0.0,12681.565703971108,734.0960763180447,0.0,32156.786028151768,8046.3108484201,14634.367391701073,0.0,4055.957623186522,1317.8578241853702,20691.227713158303,1889.593163899815,2525.7383790652025,0.0,0.0,0.0,24584.09694523331,4076.910808003411,6617.741917456165,3035.1592580637475,0.0,1548.783546950664,8034.516861663804,1841.9751530087556,5292.358970825903,4954.147322838652,6715.212099196281,3488.392074650722,3948.8388931660465,1995.2984963673564,2184.710259753262,3415.8885442156775,3078.2444711688277,2011.9264696490757,7084.739858243784,8629.069379201623,2428.7700829939295,90345.5655189901,1552.3993187873375,12726.18966756124,1178.1929656284915,2138.1373112604806,524.1465074267662,5246.63079297376,116417.2100767392,71.22361564671203,8767.175958257849,4863.017859537416,18897.241777366857,903.018262180899,2439.0001101142057,9098.581106587473,289091.3853959686,438693.07942448946,951.3797153760128,34768.943065365376,0.0,80896.76117792909,15474.136816640337,76533.70550618666,181680.28582662682,20390.950507687412,18657.28606700824,572.3850200854596,122066.69526538707,61.8377291646151,19948.48232982485,35.57692362016548,100229.71403852894,169.6185964354449,3963.0440379721767,38.91699285312891,89567.64856361468,31086.669802932636,23960.851637903837,0.0
Correos,1261.4242861825635,279.87755521843474,184.77420282183968,317.07641701988496,154.4724684136706,1380.7280483144764,429.04449832176067,214.46066137496948,1.9748748864788812,112.72184957980424,576.6872605054253,872.6327751656554,58.706884100336936,632.7372036815459,3377.158393257177,251.1341066176239,555.116058546857,1750.4392570882721,1120.3230278840542,1697.4705022829648,136.88554140640528,1682.2284032320988,168.5362383831011,520.6003686112635,527.9159134980898,1783.1501795894171,113.47036720688011,770.7799199846809,466.4826824856462,1724.8431332042467,50.86091897338962,921.7869161372995,125.29783067982672,738.5075208882344,297.9922454359247,1729.132866598653,488.9204633593874,99.21445856835857,1021.2732592165712,267.65422180242604,1084.9263931532444,563.9976192366844,857.9710412926607,703.1596109801685,4650.389659877333,3989.955871465168,1863.860899472408,645.1536839995576,1119.1204992587254,1291.188937299291,600.70787518868,2088.0769417983083,5310.501864459384,1093.7309686231356,906.2914480081636,41.16857723309737,115.39012522300474,521.636258342807,3025.4002549158486,88.17926071323394,447.11748893415944,601.8636279841744,735.6317818498668,356.616977665388,1187.136453823921,398.3147064734882,924.3858981824795,751.3991344899159,183.6847857742979,598.1507964910602,1567.8858616980965,844.8932988680959,1613.9239977162572,853.3236676993113,761.8856908409399,791.0913495938615,10.051930932145039,316.723041795281,222.78645602658287,146.28458633224315,545.1011584799975,395.81122508088714,660.5468300009306,178.5784243506973,388.6194412438313,6661.939395073473,418.50140053644355,2253.186850646032,440.9732887861057,126.00044262379927,2014.786037922816,727.5843901254214,5383.748915994405,1852.2371057585324,9152.665603576601,14724.64855272702,20528.21109378006,34077.18368509746,1651.0702123227818,1095.1576526315532,1395.9719595240767,4769.337371368674,0.0,73.19637771936773,2541.776316971861,9831.31828518799,45.41591396620698,35828.33666032423,179509.96335877574,54004.77533461163,96432.25898231355,14596.980097379394,101314.89975268143,4675.4838441666725,5526.025106058768,2752.54467502468,22861.111773968256,0.0,814.115742066264,0.0,107984.49457329664,1763.722000393481,8263.733929816113,0.0
Telecomunicaciones,4208.388928154032,933.733096406877,616.4473903678885,1057.8366830112798,515.3541380942065,4606.412525085478,1600.8493125308207,715.4879470303702,6.588617087672224,376.06488865716733,9686.749565940234,26359.25458321725,1532.8694326418495,5870.155086320742,15318.069937652122,2395.190466138325,6917.706500352946,6087.712111625091,11690.514404772248,6680.0249972385855,1215.9130823502805,19911.38393225708,965.857353844327,4264.243445756172,5045.208014034592,9413.76125939894,705.8480250026672,8147.5657131980115,4783.4359623087275,13173.911350767254,3172.3830826624744,6852.20104891675,1418.9309238497676,4210.148650660103,2546.2283489709375,17318.17201989339,3299.4905554554957,1426.2749173572208,7964.650733767534,3696.453759024913,7244.747947027337,2979.447545060548,5355.286193722689,5955.838465900106,3435.136694023776,15885.537166658538,13345.01583298769,20894.973496947863,7881.671641170465,4044.781264274867,4289.085290179065,3999.4253949187255,21060.91371648979,14463.889178510775,5613.494180942108,2336.3273652128887,1474.5805947721253,3005.7569942622363,23035.040640023286,2745.5215425423457,3040.4068043089032,4626.896902075911,3778.2139519366906,3194.8984195689636,7284.922298193689,1928.0892145301293,4106.5564481093525,3849.5434090048425,2870.3864317477346,3854.513606482505,8960.234571098124,5481.647440760148,7042.768535397158,5087.197880256416,6670.430889033442,4628.5298841485555,580.3417044125968,3132.2978994020764,2564.091803925714,1313.3405629641795,3722.4257362842613,1679.6792332800762,4905.183639158813,1441.2248251012732,3800.6233067574644,13647.95205930658,3535.348636591513,11702.379762137612,1428.3735551500204,974.5060887367514,16897.30328145395,3806.336228265619,24939.003263906565,6262.73811654456,9071.786893491397,74350.44350976929,192457.40442765923,319408.29635792074,61517.295615912815,45704.08155069823,7018.313304200563,110402.51015964427,2481.6477167682706,2301.673713394674,24223.790202891283,376060.0424714824,11975.169607275331,535523.8573377057,217224.90361682992,79485.38877645935,301124.76927201444,17423.530870030274,205023.65193161738,29090.724920414625,21565.804157377355,17966.833577625413,172769.34912702246,1676.0808101827772,6657.905078774246,10423.417146274945,74667.24770260905,38746.35577907126,271923.6643023615,0.0
Instituciones Financieras,77559.03217458304,19261.545678349867,9308.435698068988,22007.40089549866,11369.954015455636,74094.62008681525,10872.464000587213,12160.255173886739,498.6929600817734,5435.23947361318,12457.375415428725,101633.0206910974,2392.3746007563964,15302.553276207578,43889.65796709312,4919.11292399973,12368.535764813805,12945.387037212182,18867.74393946712,11286.757250491011,2347.5054547834393,42399.70880059189,5945.343144751121,8374.495475409673,8213.28896399584,18489.509388228642,1834.3298572467843,14268.767818612485,7570.016891500783,27735.298988476632,2430.6329589461075,18266.600340823323,3441.1825673959947,14056.795507978011,8051.200227803032,39155.65239918971,12875.696719671336,4690.4157555040365,18920.519708632746,9246.333218286114,14515.327392909687,7284.708210615631,14060.684056959903,9649.876689725106,6282.010371926436,25929.85214795676,31407.607964543735,22062.187302359307,13106.050591546824,5727.08773496027,9992.798125158746,9253.149386198787,39804.2652574964,6860.589156624492,11133.754464921003,3964.392638775455,4211.361801292023,5140.722080128396,55879.65810533785,6626.392276267124,7711.5084351546875,10652.689014002057,10736.179651465545,7454.013247778697,27618.489335691742,7687.539219373714,8948.985433991418,10876.716313224162,6337.804075039268,6705.855090384672,21735.906436956706,8451.241800054628,11965.486402648237,11342.056146328716,10349.0931818734,10268.042632585213,2420.805319998339,5273.790624646806,2678.538462226792,3073.9383231037164,7008.3316298469645,2413.911511914701,6680.76657827782,3608.874098255813,6415.523205116096,19661.088856450024,7213.668329060674,28124.91402626397,6052.096401135221,1649.891712915519,35705.68750122598,7956.859624528698,74048.14522576235,18798.66695838197,36247.58824748762,369134.1747911643,680486.409269081,1195065.9469686921,52443.0639864834,108126.7074045043,92231.47637890621,129242.43092306453,9896.425241617533,2608.2639628486304,12066.956396988491,47059.393814570474,14008.15306718441,155872.64757791293,843000.677849882,695961.0854855578,268777.69536301825,745570.067542197,1211210.2978592562,4529.260523389618,79833.36420422947,4441.911826684603,124255.0101978556,2472.3987563944743,12539.906035307764,26359.30280404326,50411.691208782126,37600.0927661093,198689.80202066302,0.0
Seguros,46.40094496267921,1.0702951044825262,2448.1069947695973,11875.803922876155,0.9591222857706334,118.91794771092451,0.0,0.0,0.0,0.0,6525.711318891953,3082.849855170727,891.7520041084101,2787.1014042664706,3285.6784568777234,640.4007085669166,1240.1097545084892,1236.9077094432769,2627.3380186921027,1395.3881789822667,279.85341669155787,3975.668523979556,466.14718238178216,548.5610662676139,854.0687940414775,2658.4025701902547,120.27782791667822,1612.9727623112083,384.5269563374855,3209.3296083491055,823.7013805138445,2693.6614984457738,576.1589818254884,1101.5556509681962,1084.874370435209,4606.109724598907,881.9906734437591,201.83429701915938,1610.3780155111033,1020.754799851209,2388.6899004739553,1798.1977509193741,1519.6084004299735,1019.7135257636593,862.595991163896,1109.8570585711404,3380.1219523174113,1203.0982247165375,2503.288270729162,871.1102923661782,1734.2971327462021,1158.1008254281664,4862.312709103511,2054.9125768672366,1062.1451099734222,608.368917394327,412.9940736763572,854.4552646915861,5412.57628216756,678.8350718475075,801.5277162593069,782.3297331379054,554.6264588065741,770.9794794723231,891.9191651659431,742.8412372268776,1013.8812836099655,1281.2551272477892,474.25217199078105,676.3956991072891,1893.6867191264014,1073.8186131199177,1399.9214404180473,601.7961481839446,1307.0497214611764,905.1430156847086,121.65762100481975,683.5621936763991,391.0718653716126,349.69727124626166,767.9447740555167,326.35767647451786,961.2551072766042,649.248279027649,628.4296730252821,3655.9151072957407,506.6392697060651,2800.418032743984,649.8966345260486,253.02549568448882,2748.2167240985195,1046.50171030139,3179.422602093182,513.6375316724011,1010.9347127891987,29106.173347457076,4555.560113646385,7704.915870651923,2092.669098487713,7061.939256622049,139246.80331912893,122039.29528567549,1709.3002146690026,4967.837809081881,13632.275243377215,22214.632733017115,631.8342401409674,7605.506505045866,15852.231658090208,75697.64512641043,61936.48128347531,2481.221290822636,32366.28759144901,994.7350235611981,665.666025352055,247.4782660968565,45137.949046094924,22.00855699204937,91.3703284956478,8684.801488549596,10756.822290167298,8598.34602519479,11821.792921577873,0.0
